1.690000000000000000e+03,8.700000000000000000e+02,8.720000000000000000e+02,2.790000000000000000e+02,2.102000000000000000e+03,1.620000000000000000e+03,1.697000000000000000e+03,8.700000000000000000e+02,-3.000000000000000000e+00
2.970000000000000000e+02,8.580000000000000000e+02,8.310000000000000000e+02,1.747000000000000000e+03,7.950000000000000000e+02,1.688000000000000000e+03,1.626000000000000000e+03,2.158000000000000000e+03,-3.000000000000000000e+00
8.700000000000000000e+02,1.717000000000000000e+03,2.740000000000000000e+02,8.590000000000000000e+02,1.669000000000000000e+03,2.117000000000000000e+03,8.710000000000000000e+02,1.623000000000000000e+03,-3.000000000000000000e+00
2.097000000000000000e+03,1.687000000000000000e+03,1.650000000000000000e+03,8.470000000000000000e+02,1.678000000000000000e+03,9.150000000000000000e+02,8.550000000000000000e+02,2.710000000000000000e+02,-3.000000000000000000e+00
2.089000000000000000e+03,1.649000000000000000e+03,1.660000000000000000e+03,8.420000000000000000e+02,1.707000000000000000e+03,8.650000000000000000e+02,9.040000000000000000e+02,2.840000000000000000e+02,-3.000000000000000000e+00
9.010000000000000000e+02,1.645000000000000000e+03,2.780000000000000000e+02,8.900000000000000000e+02,1.616000000000000000e+03,2.123000000000000000e+03,8.340000000000000000e+02,1.713000000000000000e+03,-3.000000000000000000e+00
2.920000000000000000e+02,8.260000000000000000e+02,8.590000000000000000e+02,1.686000000000000000e+03,8.460000000000000000e+02,1.688000000000000000e+03,1.677000000000000000e+03,2.126000000000000000e+03,-3.000000000000000000e+00
1.684000000000000000e+03,8.750000000000000000e+02,8.350000000000000000e+02,2.980000000000000000e+02,2.069000000000000000e+03,1.731000000000000000e+03,1.673000000000000000e+03,8.350000000000000000e+02,-3.000000000000000000e+00
2.710000000000000000e+02,8.820000000000000000e+02,8.390000000000000000e+02,1.735000000000000000e+03,8.460000000000000000e+02,1.666000000000000000e+03,1.682000000000000000e+03,2.079000000000000000e+03,-3.000000000000000000e+00
2.101000000000000000e+03,1.646000000000000000e+03,1.686000000000000000e+03,8.140000000000000000e+02,1.726000000000000000e+03,8.480000000000000000e+02,8.790000000000000000e+02,3.000000000000000000e+02,-3.000000000000000000e+00
1.644000000000000000e+03,8.150000000000000000e+02,2.118000000000000000e+03,1.684000000000000000e+03,9.090000000000000000e+02,2.860000000000000000e+02,1.678000000000000000e+03,8.660000000000000000e+02,-3.000000000000000000e+00
1.636000000000000000e+03,2.148000000000000000e+03,8.790000000000000000e+02,1.690000000000000000e+03,8.550000000000000000e+02,1.639000000000000000e+03,2.880000000000000000e+02,8.650000000000000000e+02,-3.000000000000000000e+00
2.820000000000000000e+02,8.540000000000000000e+02,8.470000000000000000e+02,1.684000000000000000e+03,8.440000000000000000e+02,1.697000000000000000e+03,1.674000000000000000e+03,2.118000000000000000e+03,-3.000000000000000000e+00
